"ViolationID","BuildingID","RegistrationID","BoroID","Borough","HouseNumber","LowHouseNumber","HighHouseNumber","StreetName","StreetCode","Postcode","Apartment","Story","Block","Lot","Class","InspectionDate","ApprovedDate","OriginalCertifyByDate","OriginalCorrectByDate","NewCertifyByDate","NewCorrectByDate","CertifiedDate","OrderNumber","NOVID","NOVDescription","NOVIssuedDate","CurrentStatusID","CurrentStatus","CurrentStatusDate"
"10492167","65","139908","1","MANHATTAN","1147","1147","1147","1 AVENUE","10010","10065",,"0","1437","29","C","12/30/2014","01/03/2015","01/18/2015","01/13/2015",,,,"526","4977398","§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING CONSISTING OF AN UNACCEPTABLE ELECTOMAGNETIC LOCKING DEVICE INSTALLED AT BUILDING ENTRANCE DOOR FORM STREET TO LOBBY","01/05/2015","19","VIOLATION CLOSED","05/11/2018"
"10492171","65","139908","1","MANHATTAN","1147","1147","1147","1 AVENUE","10010","10065",,"0","1437","29","C","12/30/2014","01/03/2015","01/18/2015","01/13/2015",,,,"526","4977398","§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING CONSISTING OF AN UNACCEPTABLE ELECTOMAGNETIC LOCKING DEVICE INSTALLED AT BUILDING ENTRANCE DOOR FORM LOBBY TO 1ST STORY PUBLIC HALL","01/05/2015","19","VIOLATION CLOSED","05/11/2018"
"10492203","15035","105517","1","MANHATTAN","322","322","334","EAST 63 STREET","18250","10065",,"0","1437","41","C","12/30/2014","01/03/2015","01/18/2015","01/13/2015",,,,"526","4977409","§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING DOUBLE CYLINDER KEY OPERATE LOCK AT BUILDING ENTRANCE DOOR FROM STREET TO WALK IN BASEMNET LEVEL VESTIBULE","01/05/2015","19","VIOLATION CLOSED","06/29/2018"
"10492633","910935","0","5","STATEN ISLAND","264","264","264","EDGEWATER STREET","26900","10305","2","2","2827","125","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"1042","4977385","§ 27-2073 ADM CODE - PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES STOVE IN THE KITCHEN LOCATED AT APT 2, 2nd STORY","01/05/2015","9","VIOLATION DISMISSED","01/16/2015"
"10492639","910935","0","5","STATEN ISLAND","264","264","264","EDGEWATER STREET","26900","10305","2","2","2827","125","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"808","4977385","§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR CEILING IN THE 2nd ROOM FROM NORTH LOCATED AT APT 2, 2nd STORY","01/05/2015","19","VIOLATION CLOSED","03/27/2015"
"10492659","892599","70005","5","STATEN ISLAND","88","86","88","BUSH AVENUE","21040","10303","1FL","1","1227","105","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"550","4977382","SECTION 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... WALLS IN THE 1st ROOM FROM EAST LOCATED AT APT 1FL, 1st STORY","01/05/2015","19","VIOLATION CLOSED","02/20/2015"
"10492660","892599","70005","5","STATEN ISLAND","88","86","88","BUSH AVENUE","21040","10303","1FL","1","1227","105","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"550","4977382","SECTION 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... WALLS IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 1FL, 1st STORY","01/05/2015","19","VIOLATION CLOSED","02/20/2015"
"10492662","892599","70005","5","STATEN ISLAND","88","86","88","BUSH AVENUE","21040","10303","1FL","1","1227","105","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"550","4977382","SECTION 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... WALLS IN THE PRIVATE HALLWAY LOCATED AT APT 1FL, 1st STORY","01/05/2015","19","VIOLATION CLOSED","02/20/2015"
"10492664","892599","70005","5","STATEN ISLAND","88","86","88","BUSH AVENUE","21040","10303","1FL","1","1227","105","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"883","4977382","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILINGS IN THE ENTIRE APARTMENT LOCATED AT APT 1FL, 1st STORY","01/05/2015","19","VIOLATION CLOSED","02/18/2021"
"10492687","40996","138595","1","MANHATTAN","207","207","207","WEST 137 STREET","36510","10030","1","2","2023","26","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"567","4977022","§ 27-2018 ADM CODE ABATE THE NUISANCE CONSISTING OF RODENTS RATS IN THE ENTIRE APARTMENT LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH","01/05/2015","2","NOV SENT OUT","01/05/2015"
"10492698","109434","203087","2","BRONX","1221","1221","1221","SHERIDAN AVENUE","64620","10456","49","5","2457","29","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,"01/15/2015","550","4977139","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT NORTH WALL, EAST WALL, SOUTH WALL, WEST WALL, CEILING IN THE BATHROOM LOCATED AT APT 49, 5th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION AT NORTH","01/05/2015","9","VIOLATION DISMISSED","03/30/2015"
"10492715","929537","383153","3","BROOKLYN","587","587","587","FLUSHING AVENUE","41330","11206","6A","6","2264","50","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"508","4977388","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 6A, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/05/2015","19","VIOLATION CLOSED","01/26/2023"
"10492736","351","123992","1","MANHATTAN","1764","1764","1764","1 AVENUE","10010","10128","5S","5","1571","50","C","12/31/2014","01/02/2015","01/13/2015","01/01/2015",,,"01/13/2015","666","4977777","SECTION 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 5S, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH","01/05/2015","9","VIOLATION DISMISSED","03/26/2015"
"10492737","70108","206717","2","BRONX","1133","1133","1133","EAST 224 STREET","28350","10466","1","1","4903","31","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"510","4977087","§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF SCALDING HOT WATER IN THE ENTIRE APARTMENT LOCATED AT APT 1, 1st STORY","01/05/2015","19","VIOLATION CLOSED","01/20/2015"
"10492739","351","123992","1","MANHATTAN","1764","1764","1764","1 AVENUE","10010","10128",,"0","1571","50","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"672","4976955","SECTION 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM BOILER ROOM DOOR LOCKED AT CELLAR","01/05/2015","19","VIOLATION CLOSED","10/13/2015"
"10492740","318016","331284","3","BROOKLYN","425","425","425","JEROME STREET","53230","11207","2F","2","4030","3","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"507","4977224","§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT CEILING IN THE KITCHEN LOCATED AT APT 2F, 2nd STORY, APARTMENT AT WEST","01/05/2015","19","VIOLATION CLOSED","07/18/2019"
"10492741","318016","331284","3","BROOKLYN","425","425","425","JEROME STREET","53230","11207","2F","2","4030","3","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"507","4977224","§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT CEILING IN THE 3rd ROOM FROM EAST LOCATED AT APT 2F, 2nd STORY, APARTMENT AT WEST","01/05/2015","19","VIOLATION CLOSED","10/28/2016"
"10492747","376404","308178","3","BROOKLYN","1392","1392","1392","STERLING PLACE","81430","11213","1C","1","1378","23","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"510","4977281","SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF SCALDING HOT WATER IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, APARTMENT AT EAST","01/05/2015","19","VIOLATION CLOSED","02/02/2015"
"10492758","351","123992","1","MANHATTAN","1764","1764","1764","1 AVENUE","10010","10128","5S","5","1571","50","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"583","4976955","SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE KITCHEN LOCATED AT APT 5S, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH","01/05/2015","19","VIOLATION CLOSED","10/05/2015"
"10492760","351","123992","1","MANHATTAN","1764","1764","1764","1 AVENUE","10010","10128","5S","5","1571","50","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"508","4976955","SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE KITCHEN LOCATED AT APT 5S, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH","01/05/2015","19","VIOLATION CLOSED","10/05/2015"
"10492768","363926","0","3","BROOKLYN","635","635","635","ROGERS AVENUE","73690","11226","2","3","5057","12","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"810","4977273","§ 27-2005 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF EXTREMERY HOT WATER TEMPERATURE 150 DEGREES AT FIXTURES IN THE BATHROOM AND IN THE KITCHEN LOCATED AT APT 2, 3rd STORY","01/05/2015","19","VIOLATION CLOSED","01/06/2015"
"10492772","310574","820821","3","BROOKLYN","680","680","680","HENDRIX STREET","48730","11207","1F","1","4088","46","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"550","4977219","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... 36 SQ.FT AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","01/05/2015","19","VIOLATION CLOSED","02/20/2015"
"10492778","27337","106432","1","MANHATTAN","706","706","706","RIVERSIDE DRIVE","29690","10031","1A","1","2094","7,501","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"508","4977001","SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 4th ROOM FROM NORTH LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","01/05/2015","19","VIOLATION CLOSED","03/23/2015"
"10492817","90291","201410","2","BRONX","1975","1975","1977","LA FONTAINE AVENUE","44720","10457","3E","3","3060","45","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"583","4977109","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","01/05/2015","9","VIOLATION DISMISSED","03/16/2015"
"10492818","66687","203631","2","BRONX","441","441","441","EAST 187 STREET","27270","10458","11","4","3041","1","C","12/31/2014","01/02/2015","02/07/2015","02/02/2015",,,"01/13/2015","790","4977082","§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 1; LOCATED AT APT 11, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/05/2015","9","VIOLATION DISMISSED","03/26/2015"
"10492835","227834","811782","3","BROOKLYN","637","637","637","CRESCENT STREET","30430","11208","2NDFL","2","4268","8","C","12/31/2014","01/02/2015","01/13/2015","01/01/2015",,,,"964","4977820","SECTION 27-2028, 2032 ADMIN.CODE: PROVIDE AN ADEQUATE SUPPLY OF HEAT FROM AN APPROVED CENTRAL HEATING SYSTEM OR AN APPROVED SYSTEM OF GAS OR ELECTRICAL HEATING IN GOOD OPERATING CONDITION FOR THE DWELLING UNIT IN THE ENTIRE APARTMENT LOCATED AT APT 2NDFL, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","01/05/2015","9","VIOLATION DISMISSED","10/02/2015"
"10492843","66409","206197","2","BRONX","509","509","509","EAST 182 STREET","27120","10457","15","5","3050","89","C","12/31/2014","01/02/2015","01/13/2015","01/01/2015",,,"01/12/2015","670","4977795","SECTION 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 15, 5th STORY, APARTMENT AT WEST","01/05/2015","9","VIOLATION DISMISSED","03/25/2015"
"10492847","66409","206197","2","BRONX","509","509","509","EAST 182 STREET","27120","10457","15","5","3050","89","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,"01/12/2015","550","4977081","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... CEILING IN THE BATHROOM LOCATED AT APT 15, 5th STORY, APARTMENT AT WEST","01/05/2015","9","VIOLATION DISMISSED","03/25/2015"
"10492849","66409","206197","2","BRONX","509","509","509","EAST 182 STREET","27120","10457","15","5","3050","89","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,"01/12/2015","550","4977081","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... NORTH WALL IN THE BATHROOM LOCATED AT APT 15, 5th STORY, APARTMENT AT WEST","01/05/2015","9","VIOLATION DISMISSED","03/25/2015"
"10492853","66409","206197","2","BRONX","509","509","509","EAST 182 STREET","27120","10457",,"1","3050","89","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,"01/12/2015","671","4977081","SECTION 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM AND BOILER ROOM DOOR AT PUBLIC HALL, 1st STORY","01/05/2015","9","VIOLATION DISMISSED","03/25/2015"
"10492880","66409","206197","2","BRONX","509","509","509","EAST 182 STREET","27120","10457",,"0","3050","89","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,"01/12/2015","672","4977081","SECTION 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BASEMENT AT BOILER ROOM","01/05/2015","9","VIOLATION DISMISSED","03/25/2015"
"10492928","7467","113219","1","MANHATTAN","196","196","198","BRADHURST AVENUE","13510","10039","14B","2","2046","25","C","12/31/2014","01/02/2015","02/07/2015","02/02/2015",,,"01/30/2015","790","4976971","§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2; WG TO REPLACE = 0; WG TO REPAIR = 0; LOCATED AT APT 14B, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST","01/05/2015","9","VIOLATION DISMISSED","04/13/2015"
"10492939","497734","0","4","QUEENS","80-32","80-32","80-32","89 AVENUE","18040","11421","1FL","1","8965","108","C","12/31/2014","01/02/2015","01/13/2015","01/01/2015",,,"01/05/2015","970","4977843","§ 27-2031 ADMIN. CODE: PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 1FL, 1st STORY","01/05/2015","19","VIOLATION CLOSED","02/18/2015"
"10492941","310574","820821","3","BROOKLYN","680","680","680","HENDRIX STREET","48730","11207",,"0","4088","46","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"852","4977221","§ 27-2010, 2011, 2012 ADMIN. CODE: REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE REAR AND SOUTH COURT YARD","01/05/2015","19","VIOLATION CLOSED","05/06/2020"
"10492949","66741","211672","2","BRONX","636","636","636","EAST 187 STREET","27270","10458","4N","4","3074","28","C","12/31/2014","01/02/2015","01/13/2015","01/01/2015",,,,"670","4977796","§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 4N, 4th STORY, APARTMENT AT NORTH","01/05/2015","19","VIOLATION CLOSED","12/06/2021"
"10492954","66741","211672","2","BRONX","636","636","636","EAST 187 STREET","27270","10458",,"0","3074","28","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"672","4977083","§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BASEMENT AT BOILER ROOM","01/05/2015","19","VIOLATION CLOSED","12/06/2021"
"10492965","5447","127286","1","MANHATTAN","125","125","125","ALLEN STREET","11610","10002",,"3","415","33","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"502","4976964","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE MARBLE FLOOR AT CENTER AT PUBLIC HALL, 3rd STORY","01/05/2015","19","VIOLATION CLOSED","07/01/2019"
"10492976","231836","321308","3","BROOKLYN","182","182","182","DECATUR STREET","32030","11233",,"0","1679","22","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"672","4977180","SECTION 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT CELLAR","01/05/2015","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","09/12/2015"
"10492979","356641","362069","3","BROOKLYN","1097","1097","1097","PROSPECT PLACE","72730","11213","4C","4","1230","56","C","12/31/2014","01/02/2015","01/13/2015","01/01/2015",,,"01/12/2015","666","4977836","SECTION 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM NORTH AT EAST","01/05/2015","9","VIOLATION DISMISSED","03/25/2015"
"10492983","356641","362069","3","BROOKLYN","1097","1097","1097","PROSPECT PLACE","72730","11213",,"1","1230","56","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,"01/18/2015","672","4977269","SECTION 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCKED DOOR TO CELLAR AT PUBLIC HALL, 1st STORY","01/05/2015","9","VIOLATION DISMISSED","03/31/2015"
"10493019","17582","130768","1","MANHATTAN","351","351","351","EAST 85 STREET","18690","10028","3D","3","1548","123","C","12/31/2014","01/03/2015","01/13/2015","01/01/2015",,,"01/13/2015","670","4977785","§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 3D, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","01/05/2015","19","VIOLATION CLOSED","03/24/2015"
"10493024","43627","117716","1","MANHATTAN","556","554","558","WEST 191 STREET","37570","10040","51","5","2161","73","C","12/31/2014","01/02/2015","01/13/2015","01/01/2015",,,"01/12/2015","666","4977793","SECTION 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 51, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST","01/05/2015","9","VIOLATION DISMISSED","03/25/2015"
"10493031","17582","130768","1","MANHATTAN","351","351","351","EAST 85 STREET","18690","10028",,"0","1548","123","C","12/31/2014","01/03/2015","01/13/2015","01/01/2015",,,,"664","4977785","§ 27-2028, 2032 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FROM AN APPROVED CENTRAL HEATING SYSTEM, OR AN APPROVED SYSTEM OF GAS OR ELECTRICAL HEATING IN GOOD OPERATING CONDITION FOR THE DWELLING UNIT AT BOILER ROOM","01/05/2015","9","VIOLATION DISMISSED","01/16/2015"
"10493035","17582","130768","1","MANHATTAN","351","351","351","EAST 85 STREET","18690","10028",,"0","1548","123","C","12/31/2014","01/03/2015","01/18/2015","01/13/2015",,,,"502","4977419","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT CEILING AT BOILER ROOM","01/05/2015","19","VIOLATION CLOSED","08/06/2022"
"10493042","326962","301012","3","BROOKLYN","40","28","40","LINCOLN ROAD","56130","11225","1E","1","5026","56","C","12/31/2014","01/02/2015","02/07/2015","02/02/2015",,,"01/13/2015","790","4977243","§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; ..AT WINDOW IN THE 4th ROOM FROM EAST LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","01/05/2015","9","VIOLATION DISMISSED","03/26/2015"
"10493062","539399","0","4","QUEENS","107-60","107-60","107-60","126 STREET","21690","11419",,"0","9605","37","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"826","4977317","SECTION 27-2005 ADMIN. CODE: REMOVE THE ILLEGAL FASTENING DOUBLE CYLINDER KEY OPERATED LOCK INSTALLED AT METAL SECURITY DOOR FRONT ENTRANCE TO BUILDING","01/05/2015","2","NOV SENT OUT","01/05/2015"
"10493112","19757","119569","1","MANHATTAN","441","441","445","EAST 116 STREET","19270","10029","5B","5","1710","19","C","12/31/2014","01/02/2015","01/13/2015","01/01/2015",,,,"670","4977786","§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 5B, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/05/2015","19","VIOLATION CLOSED","06/20/2016"
"10493127","228318","334928","3","BROOKLYN","15","15","15","CROWN STREET","30930","11225",,"1","1189","68","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"510","4977173","SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF REFRIGERATOR WITH DOOR INTACT AT PUBLIC HALL, 1st STORY","01/05/2015","9","VIOLATION DISMISSED","01/29/2015"
"10493119","933525","383415","3","BROOKLYN","807","807","807","BARBEY STREET","15480","11207",,"1","4332","55","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,"02/10/2015","672","4977393","§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT PUBLIC HALL, 1st STORY","01/05/2015","4","NOV CERTIFIED LATE","02/10/2015"
"10493140","295526","335499","3","BROOKLYN","95","91","97","FOUNTAIN AVENUE","41830","11208","B3","2","4156","6","C","12/31/2014","01/02/2015","02/07/2015","02/02/2015",,,,"790","4977213","SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE BATHROOM LOCATED AT APT B3, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST","01/05/2015","19","VIOLATION CLOSED","07/29/2016"
"10493179","77658","201365","2","BRONX","47","47","47","FEATHERBED LANE","32320","10452","1J","1","2865","129","C","12/31/2014","01/02/2015","01/13/2015","01/01/2015",,,"01/09/2015","670","4977799","§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 1J, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","01/05/2015","9","VIOLATION DISMISSED","03/23/2015"
"10493190","292837","332255","3","BROOKLYN","611","611","611","FLATBUSH AVENUE","40930","11225",,"0","5037","6","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"510","4977211","§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF CABLE WIRES RUNNING ACROSS THE GOOSENECK LADDER AT ROOF AT REAR","01/05/2015","19","VIOLATION CLOSED","04/02/2015"
"10493204","79936","204864","2","BRONX","780","780","780","GARDEN STREET","34620","10460","5G","5","3112","30","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,"01/16/2015","505","4977105","§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANE IN LOWER WINDOW SASH IN THE KITCHEN LOCATED AT APT 5G, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH , SECTION AT EAST","01/05/2015","19","VIOLATION CLOSED","02/18/2015"
"10493208","31579","143753","1","MANHATTAN","220","214","226","WEST 24 STREET","34250","10011","5G","5","773","56","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,"03/19/2015","742","4977006","§ 27-2070 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT RANGE IN THE KITCHEN LOCATED AT APT 5G, 5th STORY, 3rd APARTMENT FROM EAST AT SOUTH","01/05/2015","19","VIOLATION CLOSED","05/15/2015"
"10493235","31579","143753","1","MANHATTAN","220","214","226","WEST 24 STREET","34250","10011","5G","5","773","56","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,"03/19/2015","742","4977007","§ 27-2070 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT RANGE IN THE KITCHEN LOCATED AT APT 5G, 5th STORY, 3rd APARTMENT FROM EAST AT SOUTH","01/05/2015","19","VIOLATION CLOSED","05/15/2015"
"10493283","102644","215768","2","BRONX","750","750","760","PELHAM PARKWAY SOUTH","57720","10462","1O","1","4320","22","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,"06/22/2015","742","4977131","§ 27-2070 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT STOVE RANGE IN THE KITCHEN LOCATED AT APT 1O, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''754''","01/05/2015","19","VIOLATION CLOSED","03/03/2018"
"10493292","78382","208706","2","BRONX","2215","2215","2215","FISH AVENUE","32920","10469","6","0","4379","27","C","12/31/2014","01/02/2015","01/18/2015","01/13/2015",,,,"502","4977103","SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE BUCKELING WOOD FLOOR IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 6, 1st APARTMENT FROM WEST AT NORTH","01/05/2015","2","NOV SENT OUT","01/05/2015"
